282,8,302,8,302,38,282,38
6,10,30,10,30,38,6,38
92,10,112,10,112,38,92,38
116,10,136,10,136,38,116,38
150,10,170,10,170,38,150,38
174,10,194,10,194,38,174,38
198,10,220,10,220,38,198,38
236,10,254,10,254,38,236,38
258,10,280,10,280,38,258,38
34,12,52,12,52,36,34,36
50,12,66,12,66,36,50,36
70,12,90,12,90,36,70,36
138,16,150,16,150,38,138,38
222,22,232,22,232,38,222,38
